campaign_type,roi
Influencer,7.88
Influencer,6.76
Display,6.15
Search,2.97
Influencer,7.88
Social Media,4.96
Display,7.31
Social Media,4.50
Search,3.36
Search,4.51
Social Media,4.48
Search,5.18
Influencer,4.18
Social Media,4.58
Display,7.24
Search,2.72
Social Media,5.64
Email,2.29
Display,2.37
Display,2.14
Email,3.25
Display,7.53
Display,7.81
Social Media,5.94
Social Media,7.45
Search,4.58
Search,7.37
Social Media,4.34
Social Media,2.84
Social Media,3.46
Social Media,5.30
Email,7.51
Email,7.71
Social Media,6.59
Social Media,2.65
Display,7.71
Email,4.10
Display,7.20
Email,3.31
Email,2.47
Search,4.64
Search,3.68
Search,6.50
Search,7.56
Search,7.87
Search,5.96
Display,4.22
Search,2.47
Search,2.51
Display,2.20
Search,5.03
Influencer,7.95
Display,6.87
Search,5.67
Search,7.72
Search,6.74
Influencer,3.20
Social Media,3.98
Display,7.40
Search,7.05
Display,5.17
Social Media,3.83
Display,3.38
Social Media,4.61
Display,2.95
Influencer,3.23
Display,3.38
Social Media,3.42
Social Media,6.71
Search,2.26
Display,4.17
Search,3.11
Email,2.88
Email,3.98
Display,3.33
Display,3.28
Search,5.02
Search,5.01
Search,2.69
Influencer,5.69
Search,7.18
Email,2.62
Search,2.56
Influencer,2.61
Display,7.08
Display,2.64
Email,7.29
Display,4.53
Display,5.31
Email,7.73
Display,3.42
Display,3.46
Influencer,5.36
Search,3.18
Influencer,5.02
Email,2.42
Social Media,6.03
Influencer,4.40
Influencer,2.31
Influencer,4.46
Influencer,2.53
Display,5.10
Email,4.52
Social Media,3.18
Social Media,5.61
Influencer,4.95
Influencer,4.82
Search,6.74
Email,5.62
Influencer,3.63
Email,5.67
Influencer,6.43
Display,7.24
Email,5.05
Display,7.36
Email,4.74
Search,2.04
Social Media,6.36
Social Media,3.94
Influencer,5.22
Social Media,6.11
Social Media,7.15
Search,2.67
Email,4.90
Social Media,7.29
Display,7.12
Email,6.83
Display,6.66
Influencer,7.81
Social Media,2.14
Influencer,5.42
Display,6.05
Influencer,3.35
Search,3.37
Display,6.57
Search,4.38
Social Media,7.66
Email,4.20
Social Media,5.25
Influencer,4.47
Email,6.55
Influencer,5.99
Search,2.92
Influencer,6.31
Display,4.68
Email,3.57
Email,7.94
Influencer,3.84
Display,5.65
Influencer,7.68
Display,4.30
Search,2.46
Search,5.09
Email,7.52
Social Media,3.91
Search,6.13
Search,6.60
Influencer,5.03
Social Media,7.88
Search,6.29
Email,2.22
Email,5.55
Email,7.10
Social Media,3.99
Display,4.70
Search,7.86
Email,2.01
Display,5.28
Email,3.98
Display,6.43
Display,2.47
Email,4.70
Social Media,2.45
Influencer,5.65
Email,5.40
Influencer,4.41
Social Media,6.12
Email,2.60
Email,4.59
Search,2.59
Influencer,5.64
Social Media,2.69
Search,4.98
Display,3.90
Email,4.63
Influencer,7.63
Email,5.55
Email,5.67
Display,7.29
Search,3.36
Email,5.82
Influencer,3.59
Display,7.52
Display,5.37
Email,7.64
Influencer,3.82
Social Media,7.34
Influencer,4.90
Influencer,2.12
Social Media,4.80
Influencer,7.32
Search,3.05
Influencer,7.70
Social Media,6.29
Social Media,5.88
Display,5.01
Influencer,5.99
Influencer,6.40
Influencer,4.78
Social Media,5.10
Search,2.68
Email,3.68
Email,5.38
Search,7.04
Social Media,5.54
Search,2.39
Search,4.88
Search,6.01
Display,7.81
Display,6.80
Search,4.54
Influencer,5.05
Influencer,7.41
Email,3.36
Influencer,4.54
Email,2.05
Email,4.96
Influencer,6.92
Social Media,2.83
Email,2.64
Influencer,3.12
Search,3.66
Search,7.95
Search,7.19
Email,6.96
Social Media,6.26
Search,3.74
Display,3.16
Social Media,5.37
Social Media,5.75
Search,5.67
Search,5.96
Influencer,5.95
Influencer,7.84
Search,2.67
Email,5.67
Display,5.36
Email,6.35
Display,4.60
Email,4.25
Email,3.57
Social Media,2.31
Email,5.06
Email,5.93
Search,3.82
Influencer,7.61
Social Media,5.21
Display,3.04
Social Media,6.39
Influencer,7.22
Influencer,2.92
Influencer,3.61
Social Media,2.68
Email,2.47
Influencer,4.01
Search,5.71
Email,6.69
Social Media,7.59
Influencer,7.10
Email,5.03
Social Media,4.14
Social Media,5.71
Social Media,2.97
Influencer,3.97
Influencer,7.92
Email,4.80
Search,7.84
Display,6.84
Search,5.08
Influencer,5.83
Influencer,7.28
Search,7.09
Search,6.87
Email,6.35
Display,5.05
Search,3.20
Display,5.78
Search,6.95
Email,6.48
Social Media,7.95
Search,5.29
Display,3.98
Email,5.72
Search,7.11
Social Media,4.04
Display,4.41
Display,6.72
Influencer,2.38
Influencer,4.23
Social Media,5.83
Display,2.12
Social Media,2.27
Influencer,2.67
Email,6.72
Influencer,4.69
Email,6.07
Social Media,2.63
Influencer,6.61
Social Media,7.84
Display,7.76
Social Media,5.49
Influencer,6.90
Social Media,6.88
Social Media,6.80
Social Media,7.50
Email,5.54
Display,2.45
Social Media,3.36
Social Media,2.50
Influencer,5.33
Search,4.11
Influencer,7.69
Display,7.17
Email,3.26
Email,6.06
Influencer,4.01
Social Media,7.62
Social Media,2.93
Email,3.49
Display,3.97
Display,5.06
Email,5.08
Email,4.12
Social Media,7.28
Influencer,6.24
Social Media,5.04
Social Media,4.22
Search,5.43
Search,7.67
Search,7.76
Influencer,7.04
Social Media,2.40
Search,4.37
Email,6.99
Social Media,7.24
Email,2.76
Search,7.15
Email,4.66
Social Media,6.22
Search,7.56
Social Media,7.48
Display,4.75
Search,3.27
Email,5.38
Social Media,7.45
Social Media,4.33
Display,7.56
Email,7.10
Search,5.05
Influencer,2.38
Influencer,3.77
Social Media,5.42
Influencer,4.73
Social Media,5.40
Email,2.17
Display,2.43
Email,4.33
Display,6.68
Social Media,7.88
Social Media,6.10
Influencer,6.58
Email,4.76
Social Media,7.35
Email,4.23
Influencer,7.52
Display,2.50
Influencer,7.80
Social Media,7.50
Email,7.62
Search,6.49
Social Media,4.83
Display,6.21
Social Media,6.54
Social Media,3.60
Email,7.27
Email,7.59
Email,3.29
Display,5.01
Influencer,6.39
Email,4.97
Display,4.69
Email,2.84
Email,5.21
Display,6.66
Display,5.35
Display,3.86
Display,4.93
Social Media,6.15
Social Media,6.07
Social Media,6.90
Social Media,6.71
Social Media,3.37
Email,6.10
Influencer,6.58
Email,6.77
Display,4.20
Email,4.33
Email,6.71
Display,5.67
Social Media,2.58
Email,4.02
Email,4.09
Influencer,4.77
Social Media,4.99
Email,7.24
Search,7.87
Email,5.59
Email,3.71
Influencer,2.07
Search,4.62
Search,6.50
Search,2.85
Social Media,3.63
Search,4.57
Search,3.31
Search,2.34
Influencer,4.72
Influencer,4.76
Influencer,2.76
Display,6.58
Search,4.68
Search,2.46
Display,4.44
Social Media,6.86
Search,7.01
Search,5.46
Social Media,2.98
Social Media,7.74
Email,5.16
Display,5.14
Display,2.86
Search,5.67
Social Media,3.47
Social Media,2.74
Influencer,2.01
Social Media,4.33
Search,6.72
Display,3.51
Search,7.41
Influencer,3.93
Display,7.24
Social Media,3.44
Search,5.63
Social Media,5.33
Search,3.59
Influencer,7.24
Influencer,4.91
Influencer,2.10
Email,7.70
Search,2.78
Display,6.80
Influencer,5.90
Search,3.73
Search,4.51
Display,7.75
Email,4.24
Influencer,3.68
Social Media,5.61
Display,8.00
Social Media,6.46
Social Media,7.22
Search,2.48
Email,2.53
Search,5.94
Display,7.88
Search,4.19
Search,7.63
Influencer,7.01
Influencer,4.25
Social Media,6.32
Search,7.78
Display,6.79
Influencer,7.81
Search,7.30
Social Media,6.44
Display,5.60
Search,2.68
Influencer,6.36
Social Media,3.71
Email,5.29
Search,4.07
Search,4.34
Email,6.77
Influencer,5.30
Email,6.77
Email,6.97
Search,6.56
Display,2.61
Search,2.45
Social Media,3.49
Search,6.39
Social Media,5.69
Email,2.46
Display,6.63
Display,6.43
Email,4.45
Social Media,6.29
Social Media,6.70
Search,7.26
Influencer,6.78
Search,3.70
Influencer,6.46
Display,4.46
Influencer,7.66
Social Media,7.90
Search,3.85
Influencer,7.50
Search,2.61
Search,7.78
Social Media,5.24
Email,6.91
Email,2.89
Social Media,7.47
Influencer,7.12
Display,7.08
Display,6.74
Display,4.03
Email,2.76
Social Media,6.85
Email,2.94
Influencer,5.11
Display,7.15
Search,4.29
Influencer,4.08
Display,5.76
Social Media,3.84
Email,2.49
Email,2.22
Display,5.74
Email,3.95
Display,5.81
Display,2.40
Search,6.04
Email,3.30
Email,4.11
Email,5.83
Display,7.44
Search,4.69
Influencer,6.78
Influencer,5.99
Social Media,5.72
Influencer,4.08
Social Media,2.65
Display,4.65
Email,4.94
Display,2.49
Display,5.09
Search,2.69
Email,2.70
Social Media,6.95
Search,4.87
Social Media,5.52
Social Media,5.91
Email,4.40
Social Media,3.41
Influencer,6.10
Influencer,2.72
Search,7.43
Display,6.31
Search,2.50
Search,4.05
Email,3.69
Display,5.41
Display,6.59
Social Media,4.53
Social Media,5.64
Social Media,5.76
Social Media,3.19
Search,7.02
Display,2.01
Social Media,5.28
Influencer,4.81
Social Media,5.14
Email,2.54
Influencer,3.01
Search,7.26
Search,5.03
Display,7.27
Email,3.35
Influencer,3.35
Influencer,5.54
Influencer,5.29
Display,6.19
Social Media,7.35
Influencer,7.01
Email,6.64
Influencer,4.09
Email,2.63
Search,6.01
Display,5.29
Influencer,2.03
Search,3.50
Social Media,3.07
Search,3.33
Search,6.96
Influencer,4.09
Email,6.04
Search,3.42
Display,5.62
Social Media,3.78
Display,5.36
Search,6.26
Search,5.82
Influencer,5.78
Social Media,3.76
Social Media,6.83
Email,5.22
Display,6.34
Search,5.34
Social Media,6.93
Display,4.99
Influencer,7.76
Search,6.81
Social Media,7.55
Display,4.47
Influencer,5.60
Email,4.61
Influencer,3.27
Email,3.20
Display,6.92
Influencer,2.14
Social Media,7.73
Influencer,3.03
Display,7.95
Influencer,3.56
Influencer,4.99
Display,6.96
Search,4.29
Email,4.90
Email,2.99
Social Media,5.20
Influencer,6.85
Display,6.17
Social Media,4.26
Search,4.63
Email,6.67
Search,3.20
Social Media,3.15
Search,7.91
Search,6.48
Influencer,5.03
Social Media,2.92
Search,3.44
Display,6.83
Display,6.13
Display,7.04
Search,5.15
Search,6.15
Influencer,8.00
Influencer,2.64
Influencer,2.23
Search,4.25
Display,4.91
Social Media,6.86
Display,5.44
Display,5.13
Display,6.29
Social Media,2.46
Email,6.05
Social Media,5.44
Influencer,7.11
Influencer,2.78
Social Media,4.03
Email,5.33
Search,5.70
Email,7.56
Display,4.57
Email,6.08
Influencer,2.07
Search,5.15
Email,2.15
Social Media,4.16
Search,6.12
Email,6.66
Influencer,2.50
Email,3.63
Search,7.33
Display,4.12
Search,7.15
Search,5.90
Email,6.67
Display,6.74
Social Media,7.67
Social Media,3.05
Display,7.36
Influencer,3.51
Influencer,4.52
Email,5.18
Influencer,5.20
Email,5.67
Email,2.90
Search,3.00
Search,7.86
Social Media,4.61
Search,2.30
Social Media,5.87
Influencer,6.20
Social Media,5.04
Influencer,2.67
Influencer,6.01
Social Media,5.41
Influencer,3.85
Search,6.57
Social Media,6.19
Display,4.38
Social Media,6.62
Display,2.94
Email,5.66
Email,2.07
Social Media,2.62
Search,5.28
Influencer,5.42
Social Media,4.16
Social Media,7.74
Search,7.44
Social Media,5.83
Social Media,7.97
Search,6.13
Email,4.36
Social Media,3.67
Search,2.37
Influencer,2.74
Social Media,2.57
Social Media,3.34
Social Media,2.32
Email,4.43
Influencer,2.75
Influencer,7.61
Social Media,7.57
Display,5.58
Social Media,4.80
Email,7.97
Search,5.41
Display,3.88
Email,5.97
Display,5.23
Influencer,7.52
Social Media,3.28
Display,4.07
Email,3.58
Search,3.57
Display,5.05
Search,7.93
Social Media,4.35
Display,5.33
Email,4.32
Display,5.49
Display,5.23
Search,7.86
Email,7.29
Social Media,4.66
Display,5.42
Email,3.66
Social Media,2.90
Email,3.73
Display,2.47
Display,2.02
Social Media,2.53
Social Media,6.25
Email,6.18
Email,6.26
Search,2.89
Social Media,6.39
Display,4.23
Social Media,2.94
Social Media,5.53
Social Media,7.36
Email,3.06
Social Media,5.57
Display,2.37
Display,7.67
Search,3.93
Influencer,5.62
Display,7.00
Email,5.46
Search,6.74
Social Media,7.32
Influencer,4.93
Social Media,6.74
Search,6.98
Influencer,7.92
Email,5.18
Social Media,5.88
Display,5.90
Display,7.63
Email,7.91
Email,4.13
Display,5.94
Email,4.16
Display,7.47
Email,6.57
Social Media,5.93
Social Media,6.29
Search,3.09
Social Media,7.38
Influencer,7.25
Email,3.10
Display,3.94
Influencer,7.43
Email,4.64
Email,5.52
Social Media,3.61
Search,4.86
Social Media,4.33
Display,4.87
Search,2.29
Search,5.01
Display,5.58
Influencer,6.02
Search,5.86
Display,4.57
Influencer,3.69
Email,2.97
Search,4.59
Email,2.41
Display,5.68
Display,6.40
Email,4.39
Influencer,6.23
Social Media,3.34
Social Media,4.95
Display,2.78
Email,7.82
Email,7.61
Search,5.55
Influencer,4.25
Search,5.50
Display,3.41
Influencer,4.64
Search,6.29
Display,2.01
Influencer,4.14
Display,3.62
Search,3.81
Influencer,6.00
Social Media,6.88
Influencer,7.03
Display,2.17
Search,5.24
Influencer,2.78
Search,7.89
Email,5.85
Search,6.70
Display,3.08
Email,4.69
Influencer,3.46
Search,3.99
Influencer,7.97
Influencer,2.69
Search,5.69
Search,3.69
Search,6.34
Email,6.26
Influencer,2.86
Email,2.99
Email,5.10
Display,2.24
Display,2.30
Search,4.35
Social Media,6.80
Social Media,3.20
Display,3.76
Email,7.15
Email,2.96
Search,7.92
Email,6.42
Email,2.12
Social Media,3.37
Social Media,6.44
Display,2.51
Search,6.87
Influencer,7.96
Social Media,5.36
Influencer,7.21
Search,6.07
Email,4.01
Email,4.05
Display,7.35
Social Media,5.96
Display,3.38
Email,5.05
Social Media,3.70
Email,2.79
Email,3.29
Display,5.21
Influencer,4.04
Social Media,5.12
Influencer,7.14
Display,3.91
Search,2.46
Influencer,5.99
Influencer,6.90
Social Media,4.45
Email,5.04
Search,4.58
Social Media,5.76
Email,6.92
Email,4.95
Search,4.31
Display,4.37
Influencer,6.52
Search,3.87
Search,3.43
Display,7.49
Display,7.91
Display,3.62
Display,4.31
Search,7.68
Email,5.07
Email,4.20
Search,4.56
Influencer,3.07
Search,5.77
Email,5.72
Display,6.94
Social Media,3.14
Search,2.12
Social Media,6.60
Influencer,6.09
Search,6.24
Social Media,7.15
Display,4.39
Search,3.66
Display,6.75
Email,3.16
Search,5.52
Email,6.68
Search,4.06
Email,3.41
Social Media,4.16
Social Media,2.76
Influencer,2.28
Display,4.48
Email,4.11
Search,3.27
Email,2.94
Search,5.60
Display,5.19
Display,6.29
Influencer,6.80
Email,6.50
Influencer,4.74
Social Media,3.75
Influencer,7.35
Display,3.33
Influencer,6.56
Influencer,6.96
Email,3.37
Email,6.65
Display,3.81
Influencer,6.85
Search,7.32
Influencer,3.01
Email,7.91
Search,2.76
Search,4.73
Influencer,2.90
Social Media,6.71
Search,5.12
Display,4.55
Email,5.09
Influencer,6.72
Search,6.76
Search,6.89
Social Media,6.37
Search,4.78
Display,7.69
Social Media,2.17
Search,5.80
Search,7.31
Display,6.72
Search,5.68
Display,7.36
Search,6.32
Search,3.57
Social Media,6.84
Display,2.25
Display,5.10
Search,6.51
Influencer,2.11
Display,7.80
Search,7.01
Display,4.39
Email,5.68
Email,5.51
Influencer,6.30
Social Media,5.77
Email,7.12
Search,5.85
Social Media,4.22
Influencer,4.51
Search,3.00
Search,2.30
Influencer,5.59
Social Media,5.85
Email,2.35
Search,6.49
Search,3.14
Display,7.00
Email,5.99
Email,3.55
Social Media,5.20
Social Media,3.79
Email,2.65
Search,5.05
Influencer,7.93
Display,7.84
Email,5.68
Influencer,6.98
Search,2.33
Display,2.61
Social Media,5.96
Email,6.02
Email,6.45
Email,6.18
Social Media,4.04
Influencer,4.87
Email,6.32
Social Media,4.44
Email,6.23
Social Media,4.29
Influencer,4.34
Social Media,5.76
Social Media,7.27
Search,7.87
Influencer,6.23
Social Media,4.24
Influencer,5.66
Social Media,2.07
Search,7.13
Social Media,4.84
Email,4.12
Search,3.00
Display,4.17
Influencer,5.57
Email,4.99
Display,5.12
Search,2.07
Display,5.40
Social Media,5.84
Influencer,4.94
Search,5.29
Search,5.84
Social Media,3.13
Search,2.19
Display,4.53
Display,6.03
Display,2.25
Search,4.98
Social Media,3.14
Search,5.02
Email,5.93
Search,5.53
Display,3.58
Email,5.22
Search,5.37
Social Media,3.50
Display,5.55
Influencer,2.43
Display,5.68
Email,6.12
Display,7.25
Influencer,4.60
Social Media,3.93
Display,5.04
Email,5.44
Email,7.47
Social Media,2.02
Influencer,4.10
Influencer,4.02
Social Media,4.84
Influencer,6.84
Social Media,2.62
Social Media,3.89
Email,3.23
Search,4.36
Display,3.86
Search,3.17
Influencer,7.22
Display,7.10
Influencer,4.03
Social Media,5.77
Email,6.21
Influencer,5.61
Social Media,7.06
Influencer,4.70
Social Media,2.17
Search,7.62
Email,3.86
Social Media,7.93
Influencer,7.52
Influencer,6.73
Social Media,7.69
Influencer,5.35
Influencer,4.67
Email,4.66
Social Media,7.03
Email,4.15
Influencer,5.22
Influencer,5.19
Search,7.68
Influencer,4.21
Influencer,3.00
Search,2.11
Influencer,6.32
Social Media,4.81
Influencer,6.70
Influencer,5.55
Search,3.99
Display,7.95
Email,3.48
Display,6.29
Email,6.08
Email,5.57
Email,5.30
Influencer,3.94
Influencer,2.82
Influencer,3.72
Display,2.99
Social Media,6.93
Search,3.34
Influencer,5.20
Social Media,5.56
Influencer,7.33
Social Media,7.00
Search,7.72
Email,6.82
Search,7.39
Search,7.18
Search,7.96
Email,3.22
Email,3.05
Search,6.37
Display,5.53
Social Media,6.86
Display,2.08
Display,6.90
Social Media,4.83
Display,6.26
Search,2.61
Display,7.15
Display,5.56
Email,7.88
Display,5.95
Social Media,4.82
Display,5.94
Influencer,6.72
Display,5.37
Email,5.21
Display,4.28
Influencer,5.71
Email,5.91
Email,2.37
Email,7.15
Display,7.96
Display,6.92
Display,3.66
Search,5.05
Email,3.10
Email,7.79
Social Media,7.31
Influencer,3.27
Search,3.16
Social Media,3.56
Influencer,5.68
Display,7.28
Influencer,5.56
Influencer,6.50
Search,2.33
Email,6.44
Email,7.90
Display,4.98
Influencer,3.84
Display,7.30
Search,3.65
Display,2.27
Email,4.57
Email,7.34
Social Media,7.62
Email,3.47
Email,7.60
Social Media,2.33
Email,3.93
Influencer,2.30
Email,3.08
Email,5.99
Search,7.36
Social Media,6.46
Influencer,6.71
Email,3.23
Email,5.78
Display,4.14
Display,5.31
Influencer,2.69
Search,3.91
Display,6.96
Search,3.44
Social Media,7.95
Influencer,2.31
Email,6.97
Email,5.34
Display,3.26
Email,5.39
Social Media,3.08
Email,2.10
Social Media,5.06
Influencer,7.94
Social Media,2.41
Influencer,5.37
Email,7.38
Social Media,3.55
Display,2.51
Influencer,2.59
Email,3.02
Search,3.33
Social Media,2.23
Social Media,5.56
Influencer,3.26
Influencer,6.51
Display,7.95
Social Media,4.12
Search,5.34
Display,4.99
Email,3.35
Search,5.57
Display,6.31
Social Media,2.53
Email,3.19
Influencer,3.01
Search,3.21
Search,6.34
Influencer,5.74
Influencer,4.68
Search,3.92
Search,5.08
Search,7.59
Display,7.51
Search,2.02
Email,7.75
Search,6.48
Social Media,7.43
Influencer,2.63
Social Media,7.87
Display,7.67
Search,7.77
Social Media,3.60
Social Media,7.04
Email,6.04
Display,4.17
Search,6.92
Search,6.68
Email,6.58
Search,4.92
Social Media,5.53
Display,7.50
Search,3.81
Email,5.78
Search,3.31
Display,6.91
Email,5.83
Influencer,5.22
Email,2.45
Search,6.93
Social Media,5.95
Influencer,6.24
Influencer,2.75
Search,7.83
Influencer,7.95
Search,2.54
Email,5.09
Influencer,3.53
Email,6.18
Display,3.21
Social Media,4.51
Search,4.24
Influencer,4.65
Display,7.67
Social Media,2.02
Search,4.02
Search,5.74
Email,3.85
Search,7.97
Social Media,3.80
Search,3.62
Display,3.51
Email,5.10
Email,7.67
Influencer,3.50
Email,2.40
Display,3.53
Email,6.95
Social Media,7.51
Display,6.26
Email,3.66
Display,5.99
Influencer,5.14
Display,6.10
Display,6.63
Influencer,5.76
Display,6.52
Email,4.80
Social Media,7.54
Search,2.86
Email,5.47
Influencer,3.60
Influencer,7.86
Search,6.77
Email,5.26
Influencer,4.99
Social Media,4.96
Search,5.71
Influencer,7.25
Display,4.88
Email,2.79
Display,3.75
Social Media,5.73
Search,5.08
Display,5.23
Influencer,2.07
Social Media,5.39
Influencer,6.80
Display,2.78
Social Media,4.00
Search,4.19
Display,2.22
Search,2.65
Social Media,6.84
Email,4.27
Search,4.01
Search,7.48
Social Media,5.91
Social Media,5.98
Email,2.34
Display,5.06
Email,6.93
Display,5.11
Influencer,7.57
Social Media,7.84
Search,4.11
Display,4.49
Display,6.22
Search,6.76
Display,3.60
Email,4.07
Email,5.64
Influencer,5.35
Influencer,6.55
Search,2.13
Influencer,6.86
Social Media,6.91
Social Media,5.31
Search,6.69
Email,7.75
Display,6.95
Influencer,6.31
Social Media,3.47
Influencer,2.68
Social Media,3.10
Search,3.67
Email,7.23
Influencer,2.49
Influencer,3.67
Social Media,6.92
Search,5.74
Display,5.88
Influencer,2.30
Influencer,7.08
Display,6.33
Search,4.95
Social Media,3.32
Display,5.23
Email,2.73
Email,2.54
Influencer,3.74
Social Media,6.53
Search,4.16
Social Media,2.71
Social Media,7.28
Social Media,4.17
Social Media,7.77
Display,6.73
Social Media,2.08
Influencer,5.67
Email,5.66
Search,3.18
Email,2.25
Display,3.86
Display,5.80
Influencer,3.59
Social Media,7.43
Search,3.26
Display,2.18
Social Media,5.71
Display,3.88
Social Media,2.35
Search,5.42
Influencer,6.94
Search,7.18
Search,5.20
Search,2.84
Email,2.60
Social Media,3.13
Social Media,2.61
Influencer,6.01
Search,7.61
Influencer,5.65
Display,6.19
Display,5.79
Search,5.95
Influencer,6.01
Social Media,6.68
Social Media,5.96
Search,5.63
